aarónica	aaˈɾonika
esculcaran	eskulkaɾan
esculcaras	eskulkaɾas
esculcare	eskulkaɾe
esculcareis	eskulkaɾeis
esculcaremos	eskulkaɾemos
esculcaren	eskulkaɾen
esculcares	eskulkaɾes
esculcaron	eskulkaɾon
esculcará	eskulkaˈɾa
esculcarán	eskulkaˈɾan
esculcarás	eskulkaˈɾas
esculcaré	eskulkaˈɾe
esculcaréis	eskulkaˈɾeis
esculcaría	eskulkaˈɾia
esculcaríais	eskulkaˈɾiais
esculcaríamos	eskulkaˈɾiamos
esculcarían	eskulkaˈɾian
esculcarías	eskulkaˈɾias
esculcas	eskulkas
esculcase	eskulkase
esculcaseis	eskulkaseis
esculcasen	eskulkasen
esculcases	eskulkases
esculcaste	eskulkaste
esculcasteis	eskulkasteis
esculco	eskulko
esculcábamos	eskuˈlkaβamos
esculcáis	eskuˈlkais
esculcáramos	eskuˈlkaɾamos
esculcáremos	eskuˈlkaɾemos
esculcásemos	eskuˈlkasemos
esculcó	eskuˈlko
esculla	eskuʎa
escullaba	eskuʎaβa
escullabais	eskuʎaβais
escullaban	eskuʎaβan
escullabas	eskuʎaβas
escullad	eskuʎað
escullada	eskuʎaða
esculladas	eskuʎaðas
escullado	eskuʎaðo
escullador	eskuʎaðoɾ
escullados	eskuʎaðos
escullamos	eskuʎamos
escullan	eskuʎan
escullando	eskuʎando
escullar	eskuʎaɾ
escullara	eskuʎaɾa
escullarais	eskuʎaɾais
escullaran	eskuʎaɾan
escullaras	eskuʎaɾas
escullare	eskuʎaɾe
escullareis	eskuʎaɾeis
escullaremos	eskuʎaɾemos
escullaren	eskuʎaɾen
escullares	eskuʎaɾes
escullaron	eskuʎaɾon
escullará	eskuʎaˈɾa
escullarán	eskuʎaˈɾan
escullarás	eskuʎaˈɾas
escullaré	eskuʎaˈɾe
escullaréis	eskuʎaˈɾeis
escullaría	eskuʎaˈɾia
escullaríais	eskuʎaˈɾiais
escullaríamos	eskuʎaˈɾiamos
escullarían	eskuʎaˈɾian
escullarías	eskuʎaˈɾias
escullas	eskuʎas
escullase	eskuʎase
escullaseis	eskuʎaseis
escullasen	eskuʎasen
escullases	eskuʎases
escullaste	eskuʎaste
escullasteis	eskuʎasteis
esculle	eskuʎe
escullemos	eskuʎemos
escullen	eskuʎen
esculles	eskuʎes
escullid	eskuʎið
escullida	eskuʎiða
escullidas	eskuʎiðas
escullido	eskuʎiðo
escullidos	eskuʎiðos
esculliendo	eskuʎjendo
esculliera	eskuʎjeɾa
escullierais	eskuʎjeɾais
escullieran	eskuʎjeɾan
escullieras	eskuʎjeɾas
esculliere	eskuʎjeɾe
esculliereis	eskuʎjeɾeis
escullieren	eskuʎjeɾen
escullieres	eskuʎjeɾes
escullieron	eskuʎjeɾon
esculliese	eskuʎjese
escullieseis	eskuʎjeseis
esculliesen	eskuʎjesen
escullieses	eskuʎjeses
escullimos	eskuʎimos
escullir	eskuʎiɾ
esculliremos	eskuʎiɾemos
escullirá	eskuʎiˈɾa
escullirán	eskuʎiˈɾan
escullirás	eskuʎiˈɾas
esculliré	eskuʎiˈɾe
esculliréis	eskuʎiˈɾeis
esculliría	eskuʎiˈɾia
esculliríais	eskuʎiˈɾiais
esculliríamos	eskuʎiˈɾiamos
escullirían	eskuʎiˈɾian
escullirías	eskuʎiˈɾias
esculliste	eskuʎiste
escullisteis	eskuʎisteis
esculliéramos	eskuˈʎjeɾamos
esculliéremos	eskuˈʎjeɾemos
esculliésemos	eskuˈʎjesemos
escullió	eskuˈʎjo
escullo	eskuʎo
escullones	eskuʎones
escullábamos	eskuˈʎaβamos
esculláis	eskuˈʎais
esculláramos	eskuˈʎaɾamos
esculláremos	eskuˈʎaɾemos
escullásemos	eskuˈʎasemos
escullé	eskuˈʎe
esculléis	eskuˈʎeis
escullí	eskuˈʎi
escullía	eskuˈʎia
escullíais	eskuˈʎiais
escullíamos	eskuˈʎiamos
escullían	eskuˈʎian
escullías	eskuˈʎias
escullís	eskuˈʎis
esculló	eskuˈʎo
escullón	eskuˈʎon
esculpa	eskulpa
esculpamos	eskulpamos
esculpan	eskulpan
esculpas	eskulpas
esculpe	eskulpe
esculpen	eskulpen
esculpes	eskulpes
esculpid	eskulpið
esculpida	eskulpiða
esculpidas	eskulpiðas
esculpido	eskulpiðo
esculpidor	eskulpiðoɾ
esculpidos	eskulpiðos
esculpiendo	eskulpjendo
esculpiera	eskulpjeɾa
esculpierais	eskulpjeɾais
esculpieran	eskulpjeɾan
esculpieras	eskulpjeɾas
esculpiere	eskulpjeɾe
esculpiereis	eskulpjeɾeis
esculpieren	eskulpjeɾen
esculpieres	eskulpjeɾes
esculpieron	eskulpjeɾon
esculpiese	eskulpjese
esculpieseis	eskulpjeseis
esculpiesen	eskulpjesen
esculpieses	eskulpjeses
esculpimos	eskulpimos
esculpir	eskulpiɾ
esculpiremos	eskulpiɾemos
esculpirla	eskulpiɾla
esculpirlas	eskulpiɾlas
esculpirle	eskulpiɾle
esculpirles	eskulpiɾles
esculpirlo	eskulpiɾlo
esculpirlos	eskulpiɾlos
esculpirá	eskulpiˈɾa
esculpirán	eskulpiˈɾan
esculpirás	eskulpiˈɾas
esculpiré	eskulpiˈɾe
esculpiréis	eskulpiˈɾeis
esculpiría	eskulpiˈɾia
esculpiríais	eskulpiˈɾiais
esculpiríamos	eskulpiˈɾiamos
esculpirían	eskulpiˈɾian
esculpirías	eskulpiˈɾias
esculpiste	eskulpiste
esculpisteis	eskulpisteis
esculpiéndola	eskuˈlpjendola
esculpiéndolas	eskuˈlpjendolas
esculpiéndole	eskuˈlpjendole
esculpiéndoles	eskuˈlpjendoles
esculpiéndolo	eskuˈlpjendolo
esculpiéndolos	eskuˈlpjendolos
esculpiéramos	eskuˈlpjeɾamos
esculpiéremos	eskuˈlpjeɾemos
esculpiésemos	eskuˈlpjesemos
esculpió	eskuˈlpjo
esculpo	eskulpo
esculpáis	eskuˈlpais
esculpí	eskuˈlpi
esculpía	eskuˈlpia
esculpíais	eskuˈlpiais
esculpíamos	eskuˈlpiamos
esculpían	eskuˈlpian
esculpías	eskuˈlpias
esculpís	eskuˈlpis
esculque	eskulke
esculquemos	eskulkemos
esculquen	eskulken
esculques	eskulkes
esculqué	eskuˈlke
esculquéis	eskuˈlkeis
escultor	eskultoɾ
escultora	eskultoɾa
escultoras	eskultoɾas
escultores	eskultoɾes
escultura	eskultuɾa
escultural	eskultuɾal
esculturales	eskultuɾales
esculturas	eskultuɾas
escultórica	eskuˈltoɾika
escultóricas	eskuˈltoɾikas
escultórico	eskuˈltoɾiko
escultóricos	eskuˈltoɾikos
escuna	eskuna
escunas	eskunas
escupa	eskupa
escupamos	eskupamos
escupan	eskupan
escupas	eskupas
escupe	eskupe
escupen	eskupen
escupes	eskupes
escupetina	eskupetina
escupetinas	eskupetinas
escupid	eskupið
escupida	eskupiða
escupidas	eskupiðas
escupidera	eskupiðeɾa
escupideras	eskupiðeɾas
escupidero	eskupiðeɾo
escupideros	eskupiðeɾos
escupido	eskupiðo
escupidor	eskupiðoɾ
escupidora	eskupiðoɾa
escupidoras	eskupiðoɾas
escupidores	eskupiðoɾes
escupidos	eskupiðos
escupidura	eskupiðuɾa
escupiduras	eskupiðuɾas
escupiendo	eskupjendo
escupiera	eskupjeɾa
escupierais	eskupjeɾais
escupieran	eskupjeɾan
escupieras	eskupjeɾas
escupiere	eskupjeɾe
escupiereis	eskupjeɾeis
escupieren	eskupjeɾen
escupieres	eskupjeɾes
escupieron	eskupjeɾon
escupiese	eskupjese
escupieseis	eskupjeseis
escupiesen	eskupjesen
escupieses	eskupjeses
escupimos	eskupimos
escupir	eskupiɾ
escupiremos	eskupiɾemos
escupirla	eskupiɾla
escupirlas	eskupiɾlas
escupirle	eskupiɾle
escupirles	eskupiɾles
escupirlo	eskupiɾlo
escupirlos	eskupiɾlos
escupirme	eskupiɾme
escupirnos	eskupiɾnos
escupiros	eskupiɾos
escupirse	eskupiɾse
escupirte	eskupiɾte
escupirá	eskupiˈɾa
escupirán	eskupiˈɾan
escupirás	eskupiˈɾas
escupiré	eskupiˈɾe
escupiréis	eskupiˈɾeis
escupiría	eskupiˈɾia
escupiríais	eskupiˈɾiais
escupiríamos	eskupiˈɾiamos
escupirían	eskupiˈɾian
escupirías	eskupiˈɾias
escupiste	eskupiste
escupisteis	eskupisteis
escupitajo	eskupitaxo
escupitajos	eskupitaxos
escupitina	eskupitina
escupitinajo	eskupitinaxo
escupitinajos	eskupitinaxos
escupitinas	eskupitinas
escupiéndola	eskuˈpjendola
escupiéndolas	eskuˈpjendolas
escupiéndole	eskuˈpjendole
escupiéndoles	eskuˈpjendoles
escupiéndolo	eskuˈpjendolo
escupiéndolos	eskuˈpjendolos
escupiéndome	eskuˈpjendome
escupiéndonos	eskuˈpjendonos
escupiéndoos	eskuˈpjendoos
escupiéndose	eskuˈpjendose
escupiéndote	eskuˈpjendote
escupiéramos	eskuˈpjeɾamos
escupiéremos	eskuˈpjeɾemos
escupiésemos	eskuˈpjesemos
escupió	eskuˈpjo
escupo	eskupo
escupos	eskupos
escupáis	eskuˈpais
escupí	eskuˈpi
escupía	eskuˈpia
escupíais	eskuˈpiais
escupíamos	eskuˈpiamos
escupían	eskuˈpian
escupías	eskuˈpias
escupís	eskuˈpis
escura	eskuɾa
escuraba	eskuɾaβa
escurabais	eskuɾaβais
escuraban	eskuɾaβan
escurabas	eskuɾaβas
escurad	eskuɾað
escurada	eskuɾaða
escuradas	eskuɾaðas
escurado	eskuɾaðo
escurados	eskuɾaðos
escuramos	eskuɾamos
escuran	eskuɾan
escurando	eskuɾando
escurar	eskuɾaɾ
escurara	eskuɾaɾa
escurarais	eskuɾaɾais
escuraran	eskuɾaɾan
escuraras	eskuɾaɾas
escurare	eskuɾaɾe
escurareis	eskuɾaɾeis
escuraremos	eskuɾaɾemos
escuraren	eskuɾaɾen
escurares	eskuɾaɾes
escuraron	eskuɾaɾon
escurará	eskuɾaˈɾa
escurarán	eskuɾaˈɾan
escurarás	eskuɾaˈɾas
escuraré	eskuɾaˈɾe
escuraréis	eskuɾaˈɾeis
escuraría	eskuɾaˈɾia
escuraríais	eskuɾaˈɾiais
escuraríamos	eskuɾaˈɾiamos
escurarían	eskuɾaˈɾian
escurarías	eskuɾaˈɾias
escuras	eskuɾas
escurase	eskuɾase
escuraseis	eskuɾaseis
escurasen	eskuɾasen
escurases	eskuɾases
escuraste	eskuɾaste
escurasteis	eskuɾasteis
escure	eskuɾe
escuremos	eskuɾemos
escuren	eskuɾen
escures	eskuɾes
escureta	eskuɾeta
escuretas	eskuɾetas
escurialense	eskuɾjalense
escurialenses	eskuɾjalenses
escuro	eskuɾo
escurra	eskura
escurramos	eskuramos
escurran	eskuran
escurras	eskuras
escurre	eskure
escurren	eskuren
escurreplatos	eskureplatos
escurres	eskures
escurribanda	eskuriβanda
escurribandas	eskuriβandas
escurrid	eskurið
escurrida	eskuriða
escurridas	eskuriðas
escurridero	eskuriðeɾo
escurrideros	eskuriðeɾos
escurridiza	eskuriðisa
escurridizas	eskuriðisas
escurridizo	eskuriðiso
escurridizos	eskuriðisos
escurrido	eskuriðo
escurridor	eskuriðoɾ
escurridos	eskuriðos
escurriduras	eskuriðuɾas
escurriendo	eskurjendo
escurriera	eskurjeɾa
escurrierais	eskurjeɾais
escurrieran	eskurjeɾan
escurrieras	eskurjeɾas
escurriere	eskurjeɾe
escurriereis	eskurjeɾeis
escurrieren	eskurjeɾen
escurrieres	eskurjeɾes
escurrieron	eskurjeɾon
escurriese	eskurjese
escurrieseis	eskurjeseis
escurriesen	eskurjesen
escurrieses	eskurjeses
escurrilidad	eskuriliðað
escurrimbres	eskurimbɾes
escurrimiento	eskurimjento
escurrimientos	eskurimjentos
escurrimos	eskurimos
escurrir	eskuriɾ
escurriremos	eskuriɾemos
escurrirá	eskuriˈɾa
escurrirán	eskuriˈɾan
escurrirás	eskuriˈɾas
escurriré	eskuriˈɾe
escurriréis	eskuriˈɾeis
escurriría	eskuriˈɾia
escurriríais	eskuriˈɾiais
escurriríamos	eskuriˈɾiamos
escurrirían	eskuriˈɾian
escurrirías	eskuriˈɾias
escurriste	eskuriste
escurristeis	eskuristeis
escurriéramos	eskuˈrjeɾamos
escurriéremos	eskuˈrjeɾemos
escurriésemos	eskuˈrjesemos
escurrió	eskuˈrjo
escurro	eskuro
escurráis	eskuˈrais
escurrí	eskuˈri
escurría	eskuˈria
escurríais	eskuˈriais
escurríamos	eskuˈriamos
escurrían	eskuˈrian
escurrías	eskuˈrias
escurrís	eskuˈris
escurábamos	eskuˈɾaβamos
escuráis	eskuˈɾais
escuráramos	eskuˈɾaɾamos
escuráremos	eskuˈɾaɾemos
escurásemos	eskuˈɾasemos
escuré	eskuˈɾe
escuréis	eskuˈɾeis
escuró	eskuˈɾo
escusa	eskusa
escusabaraja	eskusaβaɾaxa
escusabarajas	eskusaβaɾaxas
escusada	eskusaða
escusadas	eskusaðas
escusado	eskusaðo
escusados	eskusaðos
escusalí	eskusaˈli
escusas	eskusas
escusones	eskusones
escusón	eskuˈson
escutiforme	eskutifoɾme
escutiformes	eskutifoɾmes
escuya	eskuʝa
escuyamos	eskuʝamos
escuyan	eskuʝan
escuyas	eskuʝas
escuye	eskuʝe
escuyed	eskuʝeð
escuyemos	eskuʝemos
escuyen	eskuʝen
escuyer	eskuʝeɾ
escuyeremos	eskuʝeɾemos
escuyerá	eskuʝeˈɾa
escuyerán	eskuʝeˈɾan
escuyerás	eskuʝeˈɾas
escuyeré	eskuʝeˈɾe
escuyeréis	eskuʝeˈɾeis
escuyería	eskuʝeˈɾia
escuyeríais	eskuʝeˈɾiais
escuyeríamos	eskuʝeˈɾiamos
escuyerían	eskuʝeˈɾian
escuyerías	eskuʝeˈɾias
escuyes	eskuʝes
escuyida	eskuʝiða
escuyidas	eskuʝiðas
escuyido	eskuʝiðo
escuyidos	eskuʝiðos
escuyiendo	eskuʝjendo
escuyiera	eskuʝjeɾa
escuyierais	eskuʝjeɾais
escuyieran	eskuʝjeɾan
escuyieras	eskuʝjeɾas
escuyiere	eskuʝjeɾe
escuyiereis	eskuʝjeɾeis
escuyieren	eskuʝjeɾen
escuyieres	eskuʝjeɾes
escuyieron	eskuʝjeɾon
escuyiese	eskuʝjese
escuyieseis	eskuʝjeseis
escuyiesen	eskuʝjesen
escuyieses	eskuʝjeses
escuyimos	eskuʝimos
escuyiste	eskuʝiste
escuyisteis	eskuʝisteis
escuyiéramos	eskuˈʝjeɾamos
escuyiéremos	eskuˈʝjeɾemos
escuyiésemos	eskuˈʝjesemos
escuyió	eskuˈʝjo
escuyo	eskuʝo
escuyáis	eskuˈʝais
escuyéis	eskuˈʝeis
escuyí	eskuˈʝi
escuyía	eskuˈʝia
escuyíais	eskuˈʝiais
escuyíamos	eskuˈʝiamos
escuyían	eskuˈʝian
escuyías	eskuˈʝias
escuálida	eˈskwaliða
escuálidas	eˈskwaliðas
escuálido	eˈskwaliðo
escuálidos	eˈskwaliðos
escálamo	eˈskalamo
escálamos	eˈskalamos
escándalo	eˈskandalo
escándalos	eˈskandalos
escápula	eˈskapula
escápulas	eˈskapulas
escénica	eˈssenika
escénicas	eˈssenikas
escénico	eˈsseniko
escénicos	eˈssenikos
escéptica	eˈsseptika
escépticas	eˈsseptikas
escéptico	eˈsseptiko
escépticos	eˈsseptikos
escíncido	eˈssinsiðo
escíncidos	eˈssinsiðos
escítica	eˈssitika
escíticas	eˈssitikas
escítico	eˈssitiko
escíticos	eˈssitikos
escólex	eˈskoleks
esdras	ezðɾas
esdrujulice	ezðɾuxulise
esdrujulicemos	ezðɾuxulisemos
esdrujulicen	ezðɾuxulisen
esdrujulices	ezðɾuxulises
esdrujulicé	ezðɾuxuliˈse
esdrujulicéis	ezðɾuxuliˈseis
esdrujuliza	ezðɾuxulisa
esdrujulizaba	ezðɾuxulisaβa
esdrujulizabais	ezðɾuxulisaβais
esdrujulizaban	ezðɾuxulisaβan
esdrujulizabas	ezðɾuxulisaβas
esdrujulizad	ezðɾuxulisað
esdrujulizada	ezðɾuxulisaða
esdrujulizadas	ezðɾuxulisaðas
esdrujulizado	ezðɾuxulisaðo
esdrujulizados	ezðɾuxulisaðos
esdrujulizamos	ezðɾuxulisamos
esdrujulizan	ezðɾuxulisan
esdrujulizando	ezðɾuxulisando
esdrujulizar	ezðɾuxulisaɾ
esdrujulizara	ezðɾuxulisaɾa
esdrujulizarais	ezðɾuxulisaɾais
esdrujulizaran	ezðɾuxulisaɾan
esdrujulizaras	ezðɾuxulisaɾas
esdrujulizare	ezðɾuxulisaɾe
esdrujulizareis	ezðɾuxulisaɾeis
esdrujulizaremos	ezðɾuxulisaɾemos
esdrujulizaren	ezðɾuxulisaɾen
esdrujulizares	ezðɾuxulisaɾes
esdrujulizaron	ezðɾuxulisaɾon
esdrujulizará	ezðɾuxulisaˈɾa
esdrujulizarán	ezðɾuxulisaˈɾan
esdrujulizarás	ezðɾuxulisaˈɾas
esdrujulizaré	ezðɾuxulisaˈɾe
esdrujulizaréis	ezðɾuxulisaˈɾeis
esdrujulizaría	ezðɾuxulisaˈɾia
esdrujulizaríais	ezðɾuxulisaˈɾiais
esdrujulizaríamos	ezðɾuxulisaˈɾiamos
esdrujulizarían	ezðɾuxulisaˈɾian
esdrujulizarías	ezðɾuxulisaˈɾias
esdrujulizas	ezðɾuxulisas
esdrujulizase	ezðɾuxulisase
esdrujulizaseis	ezðɾuxulisaseis
esdrujulizasen	ezðɾuxulisasen
esdrujulizases	ezðɾuxulisases
esdrujulizaste	ezðɾuxulisaste
esdrujulizasteis	ezðɾuxulisasteis
esdrujulizo	ezðɾuxuliso
esdrujulizábamos	ezðɾuxuliˈsaβamos
esdrujulizáis	ezðɾuxuliˈsais
esdrujulizáramos	ezðɾuxuliˈsaɾamos
esdrujulizáremos	ezðɾuxuliˈsaɾemos
esdrujulizásemos	ezðɾuxuliˈsasemos
esdrujulizó	ezðɾuxuliˈso
esdrújula	eˈzðɾuxula
esdrújulas	eˈzðɾuxulas
esdrújulo	eˈzðɾuxulo
esdrújulos	eˈzðɾuxulos
ese	ese
esecilla	esesiʎa
esecillas	esesiʎas
esencia	esensja
esencial	esensjal
esenciales	esensjales
esencialidad	esensjaliðað
esencialmente	esensjalmente
esencias	esensjas
esenciero	esensjeɾo
esencieros	esensjeɾos
esenia	esenja
esenias	esenjas
esenio	esenjo
esenios	esenjos
eses	eses
esfacela	esfasela
esfacelaba	esfaselaβa
esfacelabais	esfaselaβais
esfacelaban	esfaselaβan
esfacelabas	esfaselaβas
esfacelad	esfaselað
esfacelada	esfaselaða
esfaceladas	esfaselaðas
esfacelado	esfaselaðo
esfacelados	esfaselaðos
esfacelamos	esfaselamos
esfacelan	esfaselan
esfacelando	esfaselando
esfacelar	esfaselaɾ
esfacelara	esfaselaɾa
esfacelarais	esfaselaɾais
esfacelaran	esfaselaɾan
esfacelaras	esfaselaɾas
esfacelare	esfaselaɾe
esfacelareis	esfaselaɾeis
esfacelaremos	esfaselaɾemos
esfacelaren	esfaselaɾen
esfacelares	esfaselaɾes
esfacelaron	esfaselaɾon
esfacelará	esfaselaˈɾa
esfacelarán	esfaselaˈɾan
esfacelarás	esfaselaˈɾas
esfacelaré	esfaselaˈɾe
esfacelaréis	esfaselaˈɾeis
esfacelaría	esfaselaˈɾia
esfacelaríais	esfaselaˈɾiais
esfacelaríamos	esfaselaˈɾiamos
esfacelarían	esfaselaˈɾian
esfacelarías	esfaselaˈɾias
esfacelas	esfaselas
esfacelase	esfaselase
esfacelaseis	esfaselaseis
esfacelasen	esfaselasen
esfacelases	esfaselases
esfacelaste	esfaselaste
esfacelasteis	esfaselasteis
esfacele	esfasele
esfacelemos	esfaselemos
esfacelen	esfaselen
esfaceles	esfaseles
esfacelo	esfaselo
esfacelos	esfaselos
esfacelábamos	esfaseˈlaβamos
esfaceláis	esfaseˈlais
esfaceláramos	esfaseˈlaɾamos
esfaceláremos	esfaseˈlaɾemos
esfacelásemos	esfaseˈlasemos
esfacelé	esfaseˈle
esfaceléis	esfaseˈleis
esfaceló	esfaseˈlo
esfenoida	esfenoiða
esfenoides	esfenoiðes
esfera	esfeɾa
esferal	esfeɾal
esferales	esfeɾales
esferas	esfeɾas
esfericidad	esfeɾisiðað
esferoidal	esfeɾoiðal
esferoidales	esfeɾoiðales
esferoide	esfeɾoiðe
esferoides	esfeɾoiðes
esferómetro	esfeˈɾometɾo
esferómetros	esfeˈɾometɾos
esfigmógrafo	esfiˈɣmoɣɾafo
esfigmógrafos	esfiˈɣmoɣɾafos
esfigmómetro	esfiˈɣmometɾo
esfigmómetros	esfiˈɣmometɾos
esfinge	esfiŋxe
esfinges	esfiŋxes
esfoga	esfoɣa
esfogaba	esfoɣaβa
esfogabais	esfoɣaβais
esfogaban	esfoɣaβan
esfogabas	esfoɣaβas
esfogad	esfoɣað
esfogada	esfoɣaða
esfogadas	esfoɣaðas
esfogado	esfoɣaðo
esfogados	esfoɣaðos
esfogamos	esfoɣamos
esfogan	esfoɣan
esfogando	esfoɣando
esfogar	esfoɣaɾ
esfogara	esfoɣaɾa
esfogarais	esfoɣaɾais
esfogaran	esfoɣaɾan
esfogaras	esfoɣaɾas
esfogare	esfoɣaɾe
esfogareis	esfoɣaɾeis
esfogaremos	esfoɣaɾemos
esfogaren	esfoɣaɾen
esfogares	esfoɣaɾes
esfogaron	esfoɣaɾon
esfogará	esfoɣaˈɾa
esfogarán	esfoɣaˈɾan
esfogarás	esfoɣaˈɾas
esfogaré	esfoɣaˈɾe
esfogaréis	esfoɣaˈɾeis
esfogaría	esfoɣaˈɾia
esfogaríais	esfoɣaˈɾiais
esfogaríamos	esfoɣaˈɾiamos
esfogarían	esfoɣaˈɾian
esfogarías	esfoɣaˈɾias
esfogas	esfoɣas
esfogase	esfoɣase
esfogaseis	esfoɣaseis
esfogasen	esfoɣasen
esfogases	esfoɣases
esfogaste	esfoɣaste
esfogasteis	esfoɣasteis
esfogo	esfoɣo
esfogue	esfoɣe
esfoguemos	esfoɣemos
esfoguen	esfoɣen
esfogues	esfoɣes
esfogué	esfoˈɣe
esfoguéis	esfoˈɣeis
esfogábamos	esfoˈɣaβamos
esfogáis	esfoˈɣais
esfogáramos	esfoˈɣaɾamos
esfogáremos	esfoˈɣaɾemos
esfogásemos	esfoˈɣasemos
esfogó	esfoˈɣo
esfola	esfola
esfolaba	esfolaβa
esfolabais	esfolaβais
esfolaban	esfolaβan
esfolabas	esfolaβas
esfolad	esfolað
esfolada	esfolaða
esfoladas	esfolaðas
esfolado	esfolaðo
esfolados	esfolaðos
esfolamos	esfolamos
esfolan	esfolan
esfolando	esfolando
esfolar	esfolaɾ
esfolara	esfolaɾa
esfolarais	esfolaɾais
esfolaran	esfolaɾan
esfolaras	esfolaɾas
esfolare	esfolaɾe
esfolareis	esfolaɾeis
esfolaremos	esfolaɾemos
esfolaren	esfolaɾen
esfolares	esfolaɾes
esfolaron	esfolaɾon
esfolará	esfolaˈɾa
esfolarán	esfolaˈɾan
esfolarás	esfolaˈɾas
esfolaré	esfolaˈɾe
esfolaréis	esfolaˈɾeis
esfolaría	esfolaˈɾia
esfolaríais	esfolaˈɾiais
esfolaríamos	esfolaˈɾiamos
esfolarían	esfolaˈɾian
esfolarías	esfolaˈɾias
esfolas	esfolas
esfolase	esfolase
esfolaseis	esfolaseis
esfolasen	esfolasen
esfolases	esfolases
esfolaste	esfolaste
esfolasteis	esfolasteis
esfole	esfole
esfolemos	esfolemos
esfolen	esfolen
esfoles	esfoles
esfolo	esfolo
esfolábamos	esfoˈlaβamos
esfoláis	esfoˈlais
esfoláramos	esfoˈlaɾamos
esfoláremos	esfoˈlaɾemos
esfolásemos	esfoˈlasemos
esfolé	esfoˈle
esfoléis	esfoˈleis
esfoló	esfoˈlo
esforcemos	esfoɾsemos
esforcé	esfoˈɾse
esforcéis	esfoˈɾseis
esforrocina	esforosina
esforrocinaba	esforosinaβa
esforrocinabais	esforosinaβais
esforrocinaban	esforosinaβan
esforrocinabas	esforosinaβas
esforrocinad	esforosinað
esforrocinada	esforosinaða
esforrocinadas	esforosinaðas
esforrocinado	esforosinaðo
esforrocinados	esforosinaðos
esforrocinamos	esforosinamos
esforrocinan	esforosinan
esforrocinando	esforosinando
esforrocinar	esforosinaɾ
esforrocinara	esforosinaɾa
esforrocinarais	esforosinaɾais
esforrocinaran	esforosinaɾan
esforrocinaras	esforosinaɾas
esforrocinare	esforosinaɾe
esforrocinareis	esforosinaɾeis
esforrocinaremos	esforosinaɾemos
esforrocinaren	esforosinaɾen
esforrocinares	esforosinaɾes
esforrocinaron	esforosinaɾon
esforrocinará	esforosinaˈɾa
esforrocinarán	esforosinaˈɾan
esforrocinarás	esforosinaˈɾas
esforrocinaré	esforosinaˈɾe
esforrocinaréis	esforosinaˈɾeis
esforrocinaría	esforosinaˈɾia
esforrocinaríais	esforosinaˈɾiais
esforrocinaríamos	esforosinaˈɾiamos
esforrocinarían	esforosinaˈɾian
esforrocinarías	esforosinaˈɾias
esforrocinas	esforosinas
esforrocinase	esforosinase
esforrocinaseis	esforosinaseis
esforrocinasen	esforosinasen
esforrocinases	esforosinases
esforrocinaste	esforosinaste
esforrocinasteis	esforosinasteis
esforrocine	esforosine
esforrocinemos	esforosinemos
esforrocinen	esforosinen
esforrocines	esforosines
esforrocino	esforosino
esforrocinos	esforosinos
esforrocinábamos	esforosiˈnaβamos
esforrocináis	esforosiˈnais
esforrocináramos	esforosiˈnaɾamos
esforrocináremos	esforosiˈnaɾemos
esforrocinásemos	esforosiˈnasemos
esforrociné	esforosiˈne
esforrocinéis	esforosiˈneis
esforrocinó	esforosiˈno
esforzaba	esfoɾsaβa
esforzabais	esfoɾsaβais
esforzaban	esfoɾsaβan
esforzabas	esfoɾsaβas
esforzad	esfoɾsað
esforzada	esfoɾsaða
esforzadas	esfoɾsaðas
esforzado	esfoɾsaðo
esforzador	esfoɾsaðoɾ
esforzadora	esfoɾsaðoɾa
esforzadoras	esfoɾsaðoɾas
esforzadores	esfoɾsaðoɾes
esforzados	esfoɾsaðos
esforzamos	esfoɾsamos
esforzando	esfoɾsando
esforzar	esfoɾsaɾ
esforzara	esfoɾsaɾa
esforzarais	esfoɾsaɾais
esforzaran	esfoɾsaɾan
esforzaras	esfoɾsaɾas
esforzare	esfoɾsaɾe
esforzareis	esfoɾsaɾeis
esforzaremos	esfoɾsaɾemos
esforzaren	esfoɾsaɾen
esforzares	esfoɾsaɾes
esforzarla	esfoɾsaɾla
esforzarlas	esfoɾsaɾlas
esforzarle	esfoɾsaɾle
esforzarles	esfoɾsaɾles
esforzarlo	esfoɾsaɾlo
esforzarlos	esfoɾsaɾlos
esforzarme	esfoɾsaɾme
esforzarnos	esfoɾsaɾnos
esforzaron	esfoɾsaɾon
esforzaros	esfoɾsaɾos
esforzarse	esfoɾsaɾse
esforzarte	esfoɾsaɾte
esforzará	esfoɾsaˈɾa
esforzarán	esfoɾsaˈɾan
esforzarás	esfoɾsaˈɾas
esforzaré	esfoɾsaˈɾe
esforzaréis	esfoɾsaˈɾeis
esforzaría	esfoɾsaˈɾia
esforzaríais	esfoɾsaˈɾiais
esforzaríamos	esfoɾsaˈɾiamos
esforzarían	esfoɾsaˈɾian
esforzarías	esfoɾsaˈɾias
esforzase	esfoɾsase
esforzaseis	esfoɾsaseis
esforzasen	esfoɾsasen
esforzases	esfoɾsases
esforzaste	esfoɾsaste
esforzasteis	esfoɾsasteis
esforzábamos	esfoˈɾsaβamos
esforzáis	esfoˈɾsais
esforzándola	esfoˈɾsandola
esforzándolas	esfoˈɾsandolas
esforzándole	esfoˈɾsandole
esforzándoles	esfoˈɾsandoles
esforzándolo	esfoˈɾsandolo
